Timestep	Average_tilde_q6
1864	0.751206
1865	0.744698
1866	0.749475
1867	0.742218
1868	0.736796
1869	0.748816
1870	0.750428
1871	0.746575
1872	0.749706
1873	0.745174
1874	0.734915
1875	0.742616
1876	0.734233
1877	0.749635
1878	0.758557
1879	0.746851
1880	0.743738
1881	0.744175
1882	0.734774
1883	0.741463
1884	0.744848
1885	0.742042
1886	0.748144
1887	0.755160
1888	0.747000
1889	0.736961
1890	0.744489
1891	0.744892
1892	0.740157
1893	0.744289
1894	0.741952
1895	0.745006
1896	0.747268
1897	0.743974
1898	0.747143
1899	0.747726
1900	0.747832
1901	0.744056
1902	0.744574
1903	0.743401
1904	0.747653
1905	0.748656
1906	0.743966
1907	0.745381
1908	0.745074
1909	0.730736
1910	0.743847
1911	0.757367
1912	0.751871
1913	0.744708
1914	0.742600
1915	0.738180
1916	0.739041
1917	0.738427
1918	0.744989
1919	0.748742
1920	0.745564
1921	0.741597
1922	0.743229
1923	0.741387
1924	0.739219
1925	0.750823
1926	0.753860
1927	0.744914
1928	0.752300
1929	0.737460
1930	0.740971
1931	0.747862
1932	0.746294
1933	0.752539
1934	0.745237
1935	0.733563
1936	0.738069
1937	0.745193
1938	0.751096
1939	0.749087
1940	0.747026
1941	0.742403
1942	0.734547
1943	0.736807
1944	0.738829
1945	0.743428
1946	0.748162
1947	0.747331
1948	0.737429
1949	0.740552
1950	0.743709
1951	0.738719
1952	0.757515
1953	0.751505
1954	0.743771
1955	0.749966
1956	0.746209
1957	0.741849
1958	0.748738
1959	0.746016
1960	0.755526
1961	0.753915
1962	0.732614
1963	0.740334
1964	0.747640
1965	0.737701
1966	0.747561
1967	0.747819
1968	0.741686
1969	0.742836
1970	0.739781
1971	0.742820
1972	0.744583
1973	0.743619
1974	0.746231
1975	0.737691
1976	0.746390
1977	0.736779
1978	0.737797
1979	0.755192
1980	0.745040
1981	0.744206
1982	0.741362
1983	0.735878
1984	0.747718
1985	0.747939
1986	0.748798
1987	0.744688
1988	0.741728
1989	0.746734
1990	0.741794
1991	0.741561
1992	0.749815
1993	0.742306
1994	0.752913
1995	0.751410
1996	0.738502
1997	0.752833
1998	0.748142
1999	0.736955
2000	0.745070
2001	0.738770
2002	0.737683
2003	0.741128
2004	0.736021
2005	0.741141
2006	0.742568
2007	0.751213
2008	0.753551
2009	0.749961
2010	0.744922
2011	0.746777
2012	0.748754
2013	0.745252
2014	0.755891
2015	0.745240
2016	0.741412
2017	0.757663
2018	0.737051
2019	0.737827
2020	0.752700
2021	0.743855
2022	0.749163
2023	0.756695
2024	0.741466
2025	0.742683
2026	0.735132
2027	0.743443
2028	0.752662
2029	0.749365
2030	0.756219
2031	0.748923
2032	0.745494
2033	0.747886
2034	0.743518
2035	0.740817
2036	0.741452
2037	0.749863
2038	0.744779
2039	0.750269
2040	0.752585
2041	0.755381
2042	0.754222
2043	0.742174
2044	0.746526
2045	0.747276
2046	0.745599
2047	0.754559
2048	0.740663
2049	0.752320
2050	0.765782
2051	0.755362
2052	0.758718
2053	0.752067
2054	0.741768
2055	0.736674
2056	0.741742
2057	0.739545
2058	0.752794
2059	0.750025
2060	0.747289
2061	0.744698
2062	0.743167
2063	0.746056
2064	0.747195
2065	0.748470
2066	0.746541
2067	0.744152
2068	0.753662
2069	0.751758
2070	0.742808
2071	0.753264
2072	0.745134
2073	0.732597
2074	0.727626
2075	0.743729
2076	0.754558
2077	0.747825
2078	0.749710
2079	0.753516
2080	0.745179
2081	0.743101
2082	0.747772
2083	0.746496
2084	0.756517
2085	0.750652
2086	0.751933
2087	0.751375
2088	0.734579
2089	0.748901
2090	0.746860
2091	0.745691
2092	0.750008
2093	0.749579
2094	0.746339
2095	0.745166
2096	0.741603
2097	0.750005
2098	0.742665
2099	0.734488
2100	0.741409
2101	0.747101
2102	0.735838
2103	0.740948
2104	0.743408
2105	0.748961
2106	0.747504
2107	0.750314
2108	0.743147
2109	0.744077
2110	0.747623
2111	0.741450
2112	0.746342
2113	0.755456
2114	0.744088
2115	0.736668
2116	0.750155
2117	0.740190
2118	0.743426
2119	0.755467
2120	0.735860
2121	0.735126
2122	0.737450
2123	0.731951
2124	0.742392
2125	0.742900
2126	0.736237
2127	0.753017
2128	0.750650
2129	0.744302
2130	0.750691
2131	0.749207
2132	0.748199
2133	0.741993
2134	0.747171
2135	0.749200
2136	0.729870
2137	0.736664
2138	0.751888
2139	0.748851
2140	0.753652
2141	0.748601
2142	0.740867
2143	0.747872
2144	0.744787
2145	0.746278
2146	0.744162
2147	0.741914
2148	0.753025
2149	0.739671
2150	0.733647
2151	0.748992
2152	0.744281
2153	0.753296
2154	0.751983
2155	0.751115
2156	0.740939
2157	0.732952
2158	0.739987
2159	0.740664
2160	0.748399
2161	0.756687
2162	0.749419
2163	0.754405
2164	0.754344
2165	0.741430
2166	0.743508
2167	0.741645
2168	0.739717
2169	0.749722
2170	0.755440
2171	0.745643
2172	0.737691
2173	0.736835
2174	0.740416
2175	0.743677
2176	0.745220
2177	0.745988
2178	0.745264
2179	0.747906
2180	0.742470
2181	0.736888
2182	0.738584
2183	0.751893
2184	0.749292
2185	0.753187
2186	0.755891
2187	0.743668
2188	0.746806
2189	0.743968
2190	0.747952
2191	0.752330
2192	0.750156
2193	0.749837
2194	0.746200
2195	0.748560
2196	0.747270
2197	0.748011
2198	0.761305
2199	0.761803
2200	0.748411
2201	0.744759
2202	0.747642
2203	0.743170
2204	0.750423
2205	0.757820
2206	0.758370
2207	0.756869
2208	0.745920
2209	0.748829
2210	0.748587
2211	0.749904
2212	0.751952
2213	0.754240
2214	0.748970
2215	0.750892
2216	0.754673
2217	0.745256
2218	0.749163
2219	0.752510
2220	0.757240
2221	0.757008
2222	0.737908
2223	0.747253
2224	0.755457
2225	0.750420
2226	0.750460
2227	0.750254
2228	0.750582
2229	0.741873
2230	0.732361
2231	0.734314
2232	0.746243
2233	0.754459
2234	0.742959
2235	0.739518
2236	0.744804
2237	0.742298
2238	0.738478
2239	0.748047
2240	0.744823
2241	0.742779
2242	0.745278
2243	0.733908
2244	0.745565
2245	0.750768
2246	0.745491
2247	0.749147
2248	0.746526
2249	0.735685
2250	0.745642
2251	0.749346
2252	0.748561
2253	0.753805
2254	0.740648
2255	0.746248
2256	0.747841
2257	0.745212
2258	0.753805
2259	0.748900
2260	0.746852
2261	0.749418
2262	0.742703
2263	0.741938
2264	0.745897
2265	0.751645
2266	0.750697
2267	0.753956
2268	0.747884
2269	0.747499
2270	0.743445
2271	0.744938
2272	0.745441
2273	0.742164
2274	0.741676
2275	0.745321
2276	0.745011
2277	0.741024
2278	0.747661
2279	0.747440
2280	0.731256
2281	0.742594
2282	0.749738
2283	0.747161
2284	0.752246
2285	0.749690
2286	0.749114
2287	0.740901
2288	0.753126
2289	0.757396
2290	0.745914
2291	0.739195
2292	0.736670
2293	0.735577
2294	0.742471
2295	0.764456
2296	0.765344
2297	0.751199
2298	0.746322
2299	0.759838
2300	0.751280
2301	0.749740
2302	0.753849
2303	0.754293
2304	0.747712
2305	0.752187
2306	0.748854
2307	0.745747
2308	0.756502
2309	0.754427
2310	0.757142
2311	0.755781
2312	0.744567
2313	0.744409
2314	0.745455
2315	0.750752
2316	0.752261
2317	0.759194
2318	0.750190
2319	0.747780
2320	0.747238
2321	0.742561
2322	0.749569
2323	0.748656
2324	0.751269
2325	0.756164
2326	0.750214
2327	0.751902
2328	0.751345
2329	0.753809
2330	0.754518
2331	0.749050
2332	0.748025
2333	0.752666
2334	0.757507
2335	0.758419
2336	0.754934
2337	0.744826
2338	0.751042
2339	0.743740
2340	0.745184
2341	0.750338
2342	0.739873
2343	0.748064
2344	0.757091
2345	0.749552
2346	0.756324
2347	0.747198
2348	0.746838
2349	0.753324
2350	0.748197
2351	0.749779
2352	0.751803
2353	0.749068
2354	0.743777
2355	0.742010
2356	0.744066
2357	0.746239
2358	0.746622
2359	0.751857
2360	0.733478
2361	0.737152
2362	0.743055
2363	0.740036
2364	0.752119
2365	0.744839
2366	0.747857
2367	0.745238
2368	0.734730
2369	0.743118
2370	0.747250
2371	0.739546
2372	0.747777
2373	0.750119
2374	0.746417
2375	0.749803
2376	0.751744
2377	0.747815
2378	0.748278
2379	0.751465
2380	0.756908
2381	0.742428
2382	0.752764
2383	0.754816
2384	0.740940
2385	0.747661
2386	0.746126
2387	0.742169
2388	0.749728
2389	0.748971
2390	0.746497
2391	0.749795
2392	0.752218
2393	0.761316
2394	0.756116
2395	0.750317
2396	0.745675
2397	0.742240
2398	0.745697
2399	0.748250
2400	0.749776
2401	0.750998
2402	0.739678
2403	0.745155
2404	0.735234
2405	0.733695
2406	0.750897
2407	0.747432
2408	0.752619
2409	0.749696
2410	0.747181
2411	0.742586
2412	0.739776
2413	0.750314
2414	0.759455
2415	0.740576
2416	0.739438
2417	0.753136
2418	0.746605
2419	0.749496
2420	0.755243
2421	0.746025
2422	0.744611
2423	0.744043
2424	0.741459
2425	0.753761
2426	0.756791
2427	0.749785
2428	0.761986
2429	0.766762
2430	0.747744
2431	0.753380
2432	0.750967
2433	0.740347
2434	0.750393
2435	0.747869
2436	0.747460
2437	0.760149
2438	0.756165
2439	0.748980
2440	0.746677
2441	0.738710
2442	0.746462
2443	0.746323
2444	0.752712
2445	0.752458
2446	0.744800
2447	0.745738
2448	0.735152
2449	0.742556
2450	0.753109
2451	0.751735
2452	0.747105
2453	0.748154
2454	0.747087
2455	0.745173
2456	0.742345
2457	0.744847
2458	0.742128
2459	0.749196
2460	0.758783
2461	0.756455
2462	0.746555
2463	0.750800
2464	0.749925
2465	0.740582
2466	0.747954
2467	0.744754
2468	0.748990
2469	0.758903
2470	0.751004
2471	0.750438
2472	0.752871
2473	0.748142
2474	0.744657
2475	0.748237
2476	0.741415
2477	0.751407
2478	0.757656
2479	0.750463
2480	0.746394
2481	0.748100
2482	0.741342
2483	0.747932
2484	0.749958
2485	0.749997
2486	0.751465
2487	0.750553
2488	0.755251
2489	0.745443
2490	0.736084
2491	0.745154
2492	0.735240
2493	0.740552
2494	0.749371
2495	0.750385
2496	0.759280
2497	0.743888
2498	0.754072
2499	0.751467
2500	0.737294
2501	0.756428
2502	0.750594
2503	0.738927
2504	0.756078
2505	0.751824
2506	0.752329
2507	0.741929
2508	0.740975
2509	0.750518
2510	0.740416
2511	0.745094
2512	0.751926
2513	0.751056
2514	0.753255
2515	0.759295
2516	0.744332
2517	0.738372
2518	0.744466
2519	0.748588
2520	0.745943
2521	0.745378
2522	0.749899
2523	0.747559
2524	0.743109
2525	0.742770
2526	0.735294
2527	0.741823
2528	0.745500
2529	0.753186
2530	0.747627
2531	0.746632
2532	0.738347
2533	0.739243
2534	0.741156
2535	0.747781
2536	0.742250
2537	0.739985
2538	0.748724
2539	0.751441
2540	0.742078
2541	0.740023
2542	0.750728
2543	0.751547
2544	0.753324
2545	0.761691
2546	0.750388
2547	0.759604
2548	0.750543
2549	0.740246
2550	0.749261
2551	0.747624
2552	0.757565
2553	0.751219
2554	0.747029
2555	0.753110
2556	0.743572
2557	0.749079
2558	0.746823
2559	0.740193
2560	0.744437
2561	0.747624
2562	0.745780
2563	0.739366
2564	0.736531
2565	0.742152
2566	0.747721
2567	0.745303
2568	0.750129
2569	0.748237
2570	0.748388
2571	0.743466
2572	0.741307
2573	0.747272
2574	0.740874
2575	0.750693
2576	0.753458
2577	0.746078
2578	0.751538
2579	0.742394
2580	0.735209
2581	0.748562
2582	0.755768
2583	0.760722
2584	0.754415
2585	0.748745
2586	0.749660
2587	0.747213
2588	0.745148
2589	0.746523
2590	0.746002
2591	0.743145
2592	0.741754
2593	0.748409
2594	0.759650
2595	0.750270
2596	0.746190
2597	0.743885
2598	0.741476
2599	0.748716
2600	0.758723
2601	0.751785
2602	0.752263
2603	0.753505
2604	0.744132
2605	0.748998
2606	0.753777
2607	0.757021
2608	0.749873
2609	0.747566
2610	0.749642
2611	0.740042
2612	0.753192
2613	0.747583
2614	0.746135
2615	0.751018
2616	0.755940
2617	0.751017
2618	0.745939
2619	0.747808
2620	0.763334
2621	0.748063
2622	0.744103
2623	0.744737
2624	0.748185
2625	0.754420
2626	0.756807
2627	0.759992
2628	0.746376
2629	0.742989
2630	0.749150
2631	0.741939
2632	0.747176
2633	0.746933
2634	0.752398
2635	0.749442
2636	0.752595
2637	0.745558
2638	0.733923
2639	0.745734
2640	0.748275
2641	0.748377
2642	0.757054
2643	0.755550
2644	0.741510
2645	0.742661
2646	0.739171
2647	0.748266
2648	0.753886
2649	0.747621
2650	0.745375
2651	0.749358
2652	0.745397
2653	0.733676
2654	0.744561
2655	0.739540
2656	0.728223
2657	0.755862
2658	0.755044
2659	0.742034
2660	0.746321
2661	0.747422
2662	0.751294
2663	0.751681
2664	0.751895
2665	0.747505
2666	0.737747
2667	0.740535
2668	0.755121
2669	0.746465
2670	0.755041
2671	0.745685
2672	0.740094
2673	0.741626
2674	0.736698
2675	0.737661
2676	0.751649
2677	0.751540
2678	0.750536
2679	0.747470
2680	0.745154
2681	0.752010
2682	0.747136
2683	0.745492
2684	0.760918
2685	0.760343
2686	0.750062
2687	0.743885
2688	0.749143
2689	0.751709
2690	0.749318
2691	0.753208
2692	0.751357
2693	0.753184
2694	0.751965
2695	0.750126
2696	0.752968
2697	0.752089
2698	0.752752
2699	0.743312
2700	0.749125
2701	0.751290
2702	0.745793
2703	0.744051
2704	0.757249
2705	0.751685
2706	0.738202
2707	0.748004
2708	0.748126
2709	0.735592
2710	0.758748
2711	0.753523
2712	0.747430
2713	0.763941
2714	0.750649
2715	0.749686
2716	0.751496
2717	0.749551
2718	0.753413
2719	0.754656
2720	0.754183
2721	0.754444
2722	0.749386
2723	0.745245
2724	0.742026
2725	0.737840
2726	0.745542
2727	0.741962
2728	0.752502
2729	0.749297
2730	0.743331
2731	0.739213
2732	0.744024
2733	0.750956
2734	0.749472
2735	0.745176
2736	0.751821
2737	0.746405
2738	0.752189
2739	0.757501
2740	0.749339
2741	0.747798
2742	0.745544
2743	0.745795
2744	0.745605
2745	0.754007
2746	0.760811
2747	0.747575
2748	0.741062
2749	0.743757
2750	0.749900
2751	0.746499
2752	0.749252
2753	0.745358
2754	0.738725
2755	0.736312
2756	0.735612
2757	0.742268
2758	0.747530
2759	0.754525
2760	0.746632
2761	0.750967
2762	0.749902
2763	0.747108
2764	0.747345
2765	0.747571
2766	0.749176
2767	0.754407
2768	0.748753
2769	0.737258
2770	0.735431
2771	0.731140
2772	0.735498
2773	0.736898
2774	0.741402
2775	0.743376
2776	0.747987
2777	0.735827
2778	0.738269
2779	0.733859
2780	0.738887
2781	0.743970
2782	0.734547
2783	0.741338
2784	0.738900
2785	0.736790
2786	0.735899
2787	0.741187
2788	0.738908
2789	0.743801
2790	0.742647
2791	0.738555
2792	0.735858
2793	0.735463
2794	0.730765
2795	0.742288
2796	0.743076
2797	0.737012
2798	0.747723
2799	0.742756
2800	0.729726
2801	0.732472
2802	0.736808
2803	0.741401
2804	0.741269
2805	0.737335
2806	0.742207
2807	0.744132
2808	0.738169
2809	0.737950
2810	0.734681
2811	0.732785
2812	0.737358
2813	0.745550
2814	0.743668
2815	0.743104
2816	0.743606
2817	0.741680
2818	0.741142
2819	0.751664
2820	0.747138
2821	0.745350
2822	0.757469
2823	0.745708
2824	0.741116
2825	0.745313
2826	0.742950
2827	0.748022
2828	0.743906
2829	0.750193
2830	0.752395
2831	0.749851
2832	0.745071
2833	0.750220
2834	0.741430
2835	0.745659
2836	0.747317
2837	0.744556
2838	0.740368
2839	0.740608
2840	0.744022
2841	0.745194
2842	0.748265
2843	0.735729
2844	0.742253
2845	0.744037
2846	0.747056
2847	0.754297
2848	0.756531
2849	0.745582
2850	0.736245
2851	0.741330
2852	0.745894
2853	0.739725
2854	0.745107
2855	0.746589
2856	0.742589
2857	0.741779
2858	0.753754
2859	0.751780
2860	0.736390
2861	0.733858
2862	0.735966
2863	0.742784
2864	0.742373
2865	0.740856
2866	0.747400
2867	0.750434
2868	0.753089
2869	0.751171
2870	0.742853
2871	0.745783
2872	0.740628
2873	0.742101
2874	0.744444
2875	0.741447
2876	0.750824
2877	0.746388
2878	0.744352
2879	0.752262
2880	0.752011
2881	0.747586
2882	0.751946
2883	0.743915
2884	0.744089
2885	0.750499
2886	0.745111
2887	0.746977
2888	0.746844
2889	0.748133
2890	0.742379
2891	0.740675
2892	0.747445
2893	0.753264
2894	0.748972
2895	0.741421
2896	0.744373
2897	0.753322
2898	0.740749
2899	0.739035
2900	0.754527
2901	0.737893
2902	0.746666
2903	0.751672
2904	0.746342
2905	0.744653
2906	0.737084
2907	0.742725
2908	0.742887
2909	0.743418
2910	0.742021
2911	0.743858
2912	0.748175
2913	0.740868
2914	0.749354
2915	0.743466
2916	0.737250
2917	0.742514
2918	0.744730
2919	0.743171
2920	0.748353
2921	0.736311
2922	0.735275
2923	0.744392
2924	0.736554
2925	0.745519
2926	0.749070
2927	0.744496
2928	0.738247
2929	0.739243
2930	0.750355
2931	0.758777
2932	0.754795
2933	0.743896
2934	0.745246
2935	0.744183
2936	0.741815
2937	0.750577
2938	0.750095
2939	0.747697
2940	0.749674
2941	0.744565
2942	0.753724
2943	0.741259
2944	0.736186
2945	0.743313
2946	0.738625
2947	0.739752
2948	0.741952
2949	0.752130
2950	0.750300
2951	0.747754
2952	0.752168
2953	0.749556
2954	0.737943
2955	0.738717
2956	0.739077
2957	0.742223
2958	0.748014
2959	0.749300
2960	0.745650
2961	0.749078
2962	0.735825
2963	0.741990
2964	0.746633
2965	0.738397
2966	0.750789
2967	0.742627
2968	0.742456
2969	0.752405
2970	0.747112
2971	0.740503
2972	0.740283
2973	0.733934
2974	0.741696
2975	0.746157
2976	0.747951
2977	0.743202
2978	0.739942
2979	0.750434
2980	0.746658
2981	0.743865
2982	0.749458
2983	0.738976
2984	0.743946
2985	0.734676
2986	0.730741
2987	0.747585
2988	0.745896
2989	0.743825
2990	0.747037
2991	0.752879
2992	0.753501
2993	0.746679
2994	0.753931
2995	0.746004
2996	0.739449
2997	0.746614
2998	0.745320
2999	0.749662
3000	0.747034
