0.000000	-2.688457
0.020000	0.060277
0.040000	0.249251
0.060000	0.039414
0.080000	0.060797
0.100000	0.108871
0.120000	0.092580
0.140000	0.058248
0.160000	0.041553
0.180000	0.035945
0.200000	0.031496
0.220000	0.032372
0.240000	0.046351
0.260000	0.068178
0.280000	0.083679
0.300000	0.087918
0.320000	0.089444
0.340000	0.094829
0.360000	0.101456
0.380000	0.106064
0.400000	0.113064
0.420000	0.129409
0.440000	0.148460
0.460000	0.151653
0.480000	0.135316
0.500000	0.123726
0.520000	0.134954
0.540000	0.150356
0.560000	0.145517
0.580000	0.128070
0.600000	0.122430
0.620000	0.130786
0.640000	0.130152
0.660000	0.110040
0.680000	0.092474
0.700000	0.097034
0.720000	0.105922
0.740000	0.091603
0.760000	0.059197
0.780000	0.036261
0.800000	0.031188
0.820000	0.024300
0.840000	0.004540
0.860000	-0.006248
0.880000	0.009645
0.900000	-0.002534
0.920000	-0.119133
0.940000	-0.243020
0.960000	-0.134995
0.980000	-0.732070
