0.100000 4.284050022553022e+03 -1.558920060468252e+05
0.200000 -4.405595695796033e+03 4.098343943835257e+04
0.300000 4.164601883372475e+03 3.666778791341491e+04
0.400000 4.381149365862197e+01 -5.186367981818408e+04
0.500000 -1.817086581137991e+02 2.011991433104052e+04
0.600000 1.517145286714831e+03 2.852094858836119e+04
0.700000 4.815324879438938e+03 1.153192454473369e+04
0.800000 2.241471753740736e+03 -4.506695600330916e+04
0.900000 -4.112258421927179e+02 -3.433671858105366e+02
1.000000 9.486169603509012e+02 1.329387916401613e+04
1.100000 7.701352646887240e+02 -1.145656989204790e+04
1.200000 1.873441720982042e+03 4.674834700534955e+04
1.300000 6.709637632278458e+03 1.383465369659234e+04
1.400000 4.033234565750387e+03 -3.653289637040516e+04
1.500000 2.363612298454884e+03 -7.662016519122698e+03
1.600000 8.151752772977513e+02 -2.199174226881906e+04
1.700000 -2.215264036415030e+03 -4.177568647565522e+04
1.800000 -5.948008636135828e+03 -1.513216355257646e+04
1.900000 -3.424572249522338e+03 5.907769115300371e+04
2.000000 2.108637002791479e+03 3.088139484883831e+04
2.100000 2.285720820482037e+03 -1.345988101688816e+04
2.200000 6.521091246688962e+02 -2.395053696732780e+04
2.300000 -2.462770396633269e+03 -3.110169537449510e+04
2.400000 -5.001059598819327e+03 -2.127540746742965e+04
2.500000 -5.627375693649748e+03 1.980714358655999e+04
2.600000 -8.471901932068162e+02 6.451816190197467e+04
2.700000 4.900922023815172e+03 4.463792719204163e+04
2.800000 8.665398585352061e+03 3.497664963448379e+04
2.900000 9.539412421228042e+03 -3.814164318590402e+04
3.000000 1.956263285584234e+03 -8.246254929149836e+04
3.100000 -1.967690104238210e+03 9.345657873422926e+03
3.200000 1.243129133303171e+03 3.158248639335258e+04
3.300000 1.106702665865849e+03 -3.399270501685909e+04
3.400000 -1.233342953385455e+03 1.655774616311174e+04
3.500000 4.450794791831938e+03 6.521502823039982e+04
3.600000 5.348692154895553e+03 -5.884992264812466e+04
3.700000 -2.299745767914346e+03 -4.990743712770248e+04
3.800000 -2.900838321784160e+03 1.089473164991058e+04
3.900000 -2.330425719938662e+03 1.168452422314776e+04
4.000000 -1.232122171111191e+03 -1.078732304004483e+04
4.100000 -5.749729306956222e+03 -6.220488707216406e+04
4.200000 -8.638971184382801e+03 1.803958642875241e+04
4.300000 -6.721822915095147e+03 -1.771519196036143e+04
4.400000 -8.857427591348523e+03 3.078459850671584e+04
4.500000 -1.933455979293328e+03 4.356421103412733e+04
4.600000 -1.871458039817461e+03 1.066154133927500e+04
4.700000 3.304002567280049e+03 5.915367759650188e+04
4.800000 7.909695792221345e+03 5.197401116996961e+04
4.900000 1.134379949664906e+04 -2.179160782706875e+04
5.000000 4.831284596409607e+03 -5.732449606665836e+04
