0.000000e+00	0.000000e+00
5.000000e-02	4.878639e+02
1.000000e-01	4.445190e+01
1.500000e-01	-3.633281e+01
2.000000e-01	-3.520705e+01
2.500000e-01	-2.268725e+01
3.000000e-01	-7.608115e+00
3.500000e-01	-4.999631e+00
4.000000e-01	6.195354e+00
4.500000e-01	-1.959474e+00
5.000000e-01	-9.571416e+00
5.500000e-01	-6.274115e+00
6.000000e-01	-8.713471e-01
6.500000e-01	-2.509175e+00
7.000000e-01	2.523674e+00
7.500000e-01	-4.726314e-01
8.000000e-01	-3.569259e-01
8.500000e-01	-7.104386e-01
9.000000e-01	-6.716227e-01
9.500000e-01	-3.198292e-01
